State,City,pop,crime
GEORGIA,Sylvania,"2,628",1
GEORGIA,Sylvester,"5,379",11
GEORGIA,Temple,"6,836",4
GEORGIA,Thomaston,"9,893",30
GEORGIA,Thomasville,"18,457",122
GEORGIA,Thunderbolt,"2,535",0
GEORGIA,Toccoa,"9,348",21
GEORGIA,Tyrone,"8,025",4
GEORGIA,Valdosta,"54,896",305
GEORGIA,Vidalia,"10,724",77
GEORGIA,Wadley,"1,547",9
GEORGIA,Warner Robins,"85,900",572
GEORGIA,Warwick,489,0
GEORGIA,Waycross,"13,644",141
GEORGIA,Winder,"20,117",40
GEORGIA,Woodstock,"39,613",22
HAWAII,Honolulu,"992,973","1,839"
IDAHO,American Falls,"4,857",13
IDAHO,Bellevue,"2,579",5
IDAHO,Blackfoot,"13,196",38
IDAHO,Boise,"235,223",691
IDAHO,Bonners Ferry,"2,754",5
IDAHO,Buhl,"4,765",4
IDAHO,Caldwell,"71,115",322
IDAHO,Challis,934,8
IDAHO,Chubbuck,"16,600",44
IDAHO,Coeur d'Alene,"57,561",139
IDAHO,Emmett,"8,766",30
IDAHO,Fruitland,"7,157",7
IDAHO,Garden City,"12,956",85
IDAHO,Gooding,"3,831",15
IDAHO,Grangeville,"3,719",3
IDAHO,Hagerman,994,2
IDAHO,Hailey,"10,039",18
IDAHO,Heyburn,"3,734",13
IDAHO,Idaho Falls,"68,716",245
IDAHO,Jerome,"13,399",15
IDAHO,Kellogg,"2,495",7
IDAHO,Ketchum,"3,628",4
IDAHO,Kimberly,"5,618",3
IDAHO,Lewiston,"35,036",67
IDAHO,McCall,"4,188",13
IDAHO,Meridian,"140,353",206
IDAHO,Middleton,"11,550",15
IDAHO,Montpelier,"2,742",0
IDAHO,Moscow,"26,684",5
IDAHO,Mountain Home,"16,927",34
IDAHO,Nampa,"118,950",420
IDAHO,Osburn,"1,688",4
IDAHO,Parma,"2,168",6
IDAHO,Payette,"8,790",26
IDAHO,Plummer,"1,147",1
IDAHO,Pocatello,"58,618",200
IDAHO,Ponderay,"2,242",1
IDAHO,Post Falls,"46,835",71
IDAHO,Preston,"6,282",4
IDAHO,Priest River,"1,852",2
IDAHO,Rathdrum,"12,467",8
IDAHO,Rexburg,"40,164",28
IDAHO,Rigby,"5,756",10
IDAHO,Rupert,"6,399",41
IDAHO,Salmon,"3,357",4
IDAHO,Sandpoint,"10,498",9
IDAHO,Shelley,"5,305",11
IDAHO,Soda Springs,"3,188",1
IDAHO,Spirit Lake,"2,525",6
IDAHO,St. Anthony,"4,137",7
IDAHO,St. Maries,"2,511",7
IDAHO,Sun Valley,"1,764",1
IDAHO,Twin Falls,"55,932",233
IDAHO,Weiser,"6,194",8
IDAHO,Wendell,"3,039",7
ILLINOIS,Addison,"35,011",49
ILLINOIS,Albers,"1,111",0
ILLINOIS,Albion,"1,845",1
ILLINOIS,Aledo,"3,553",4
ILLINOIS,Algonquin,"30,289",18
ILLINOIS,Alsip,"17,941",52
ILLINOIS,Altamont,"2,178",3
ILLINOIS,Alton,"24,809",239
ILLINOIS,Amboy,"2,223",2
ILLINOIS,Anna,"4,088",18
ILLINOIS,Annawan,861,0
ILLINOIS,Antioch,"14,907",6
ILLINOIS,Arcola,"2,877",10
ILLINOIS,Arlington Heights,"73,545",37
ILLINOIS,Arthur,"2,259",11
ILLINOIS,Ashland,"1,164",0
ILLINOIS,Assumption,"1,103",0
ILLINOIS,Athens,"1,886",7
ILLINOIS,Atkinson,932,2
ILLINOIS,Atwood,"1,094",4
ILLINOIS,Auburn,"4,411",10
ILLINOIS,Aurora,"176,688",470
ILLINOIS,Aviston,"2,446",1
ILLINOIS,Bannockburn,"1,003",0
ILLINOIS,Barrington,"10,402",11
ILLINOIS,Barrington Hills,"3,993",2
ILLINOIS,Bartlett,"39,656",11
ILLINOIS,Bartonville,"5,730",22
ILLINOIS,Batavia,"26,208",24
ILLINOIS,Bedford Park,578,12
ILLINOIS,Beecher,"4,681",2
ILLINOIS,Belleville,"40,225",214
ILLINOIS,Bellwood,"17,623",54
ILLINOIS,Belvidere,"25,302",38
ILLINOIS,Bensenville,"18,220",23
ILLINOIS,Berkeley,"5,015",4
ILLINOIS,Berwyn,"53,581",64
ILLINOIS,Bethalto,"9,125",8
ILLINOIS,Bloomingdale,"22,280",16
ILLINOIS,Blue Island,"21,179",92
ILLINOIS,Blue Mound,"1,076",0
ILLINOIS,Bluffs,583,0
ILLINOIS,Bolingbrook,"74,177",135
ILLINOIS,Bourbonnais,"18,021",23
ILLINOIS,Bradley,"15,224",41
ILLINOIS,Braidwood,"6,168",4
ILLINOIS,Breese,"4,579",2
ILLINOIS,Bridgeport,"1,673",3
ILLINOIS,Brookfield,"18,330",17
ILLINOIS,Buffalo Grove,"42,283",9
ILLINOIS,Bull Valley,"1,111",0
ILLINOIS,Burbank,"27,784",55
ILLINOIS,Burr Ridge,"10,971",3
ILLINOIS,Byron,"3,768",4
ILLINOIS,Calumet Park,"6,586",65
ILLINOIS,Cambridge,"2,034",0
ILLINOIS,Campton Hills,"10,768",1
ILLINOIS,Carbondale,"21,494",216
ILLINOIS,Carlinville,"5,480",24
ILLINOIS,Carlyle,"3,180",4
ILLINOIS,Carmi,"4,639",20
ILLINOIS,Carol Stream,"38,703",27
ILLINOIS,Carpentersville,"36,833",41
ILLINOIS,Carrier Mills,"1,585",2
ILLINOIS,Cary,"18,035",2
ILLINOIS,Casey,"2,332",5
ILLINOIS,Caseyville,"4,348",10
ILLINOIS,Catlin,"1,905",1
ILLINOIS,Centralia,"11,748",78
ILLINOIS,Champaign,"89,466",449
ILLINOIS,Channahon,"14,366",11
ILLINOIS,Charleston,"16,957",61
ILLINOIS,Chatham,"14,562",15
ILLINOIS,Chenoa,"1,683",1
ILLINOIS,Cherry,426,0
ILLINOIS,Cherry Valley,"2,853",11
ILLINOIS,Chester,"6,706",3
ILLINOIS,Chicago,"2,638,698","14,245"
ILLINOIS,Chicago Heights,"25,802",318
ILLINOIS,Chicago Ridge,"13,658",39
ILLINOIS,Chillicothe,"5,934",9
ILLINOIS,Christopher,"2,622",3
ILLINOIS,Cicero,"79,748",277
ILLINOIS,Clarendon Hills,"8,520",0
ILLINOIS,Clinton,"6,876",18
ILLINOIS,Coal City,"5,813",6
ILLINOIS,Coal Valley,"3,800",1
ILLINOIS,Colfax,975,0
ILLINOIS,Collinsville,"23,599",46
ILLINOIS,Colona,"4,958",3
ILLINOIS,Cortland,"4,519",2
ILLINOIS,Coulterville,825,0
ILLINOIS,Country Club Hills,"15,787",52
ILLINOIS,Countryside,"6,064",9
ILLINOIS,Cowden,497,0
ILLINOIS,Crest Hill,"20,020",36
ILLINOIS,Crestwood,"10,258",14
ILLINOIS,Crete,"8,277",14
ILLINOIS,Crystal Lake,"41,074",43
ILLINOIS,Danvers,"1,063",0
ILLINOIS,Danville,"27,905",470
ILLINOIS,Darien,"21,599",9
ILLINOIS,Decatur,"67,934",409
ILLINOIS,Deerfield,"18,795",5
ILLINOIS,DeKalb,"40,208",158
ILLINOIS,Des Plaines,"57,218",69
ILLINOIS,Diamond,"2,701",0
ILLINOIS,Divernon,"1,105",0
ILLINOIS,Dixon,"15,043",29
ILLINOIS,Downers Grove,"49,567",56
ILLINOIS,Dupo,"3,771",6
ILLINOIS,Du Quoin,"5,653",7
ILLINOIS,Durand,"1,365",0
ILLINOIS,Dwight,"4,036",2
ILLINOIS,East Alton,"5,596",25
ILLINOIS,East Dundee,"3,095",6
ILLINOIS,East Hazel Crest,"1,214",1
ILLINOIS,East Moline,"20,637",65
ILLINOIS,East Peoria,"21,873",58
ILLINOIS,Edwardsville,"26,663",8
ILLINOIS,Effingham,"12,246",27
ILLINOIS,Elburn,"6,680",3
ILLINOIS,Eldorado,"3,565",21
ILLINOIS,Elgin,"112,879",301
ILLINOIS,Elizabeth,692,1
ILLINOIS,Elk Grove Village,"30,912",37
ILLINOIS,Ellis Grove,325,0
ILLINOIS,Elmhurst,"45,206",27
ILLINOIS,Elmwood Park,"23,028",39
ILLINOIS,Elwood,"2,191",3
ILLINOIS,Evanston,"74,178",105
ILLINOIS,Evergreen Park,"18,734",23
ILLINOIS,Fairbury,"3,555",3
ILLINOIS,Fairfield,"4,696",24
ILLINOIS,Fairmont City,"2,148",10
ILLINOIS,Fairmount,588,1
ILLINOIS,Fairview Heights,"15,948",65
ILLINOIS,Farina,526,0
ILLINOIS,Farmer City,"1,808",6
ILLINOIS,Farmington,"2,276",2
ILLINOIS,Findlay,647,1
ILLINOIS,Fithian,468,0
ILLINOIS,Flora,"4,683",9
ILLINOIS,Flossmoor,"9,119",6
ILLINOIS,Forest Park,"13,460",56
ILLINOIS,Forest View,745,1
ILLINOIS,Forreston,"1,403",3
ILLINOIS,Fox Lake,"10,749",27
ILLINOIS,Fox River Grove,"4,597",0
ILLINOIS,Frankfort,"21,108",7
ILLINOIS,Franklin Park,"17,699",31
ILLINOIS,Freeburg,"4,474",0
ILLINOIS,Freeport,"22,888",83
ILLINOIS,Fulton,"3,541",4
ILLINOIS,Galesburg,"28,864",148
ILLINOIS,Geneseo,"6,520",6
ILLINOIS,Geneva,"21,056",13
ILLINOIS,Germantown,"1,383",0
ILLINOIS,Gilberts,"8,909",3
ILLINOIS,Glen Carbon,"13,870",9
ILLINOIS,Glencoe,"8,487",2
ILLINOIS,Glendale Heights,"32,181",32
ILLINOIS,Glen Ellyn,"28,175",14
ILLINOIS,Glenview,"46,371",70
ILLINOIS,Glenwood,"8,150",18
ILLINOIS,Godley,649,0
ILLINOIS,Golf,492,0
ILLINOIS,Goreville,"1,059",0
ILLINOIS,Grafton,813,0
ILLINOIS,Grand Ridge,508,0
ILLINOIS,Granite City,"26,708",165
ILLINOIS,Grantfork ,338,0
ILLINOIS,Grant Park,"1,275",0
ILLINOIS,Grayslake,"24,339",16
ILLINOIS,Grayville,"1,481",3
ILLINOIS,Greenfield,"1,005",2
ILLINOIS,Greenup,"1,334",2
ILLINOIS,Greenville,"6,951",7
ILLINOIS,Gurnee,"30,041",50
ILLINOIS,Hamel,916,1
ILLINOIS,Hamilton,"2,672",0
ILLINOIS,Hampshire,"8,239",3
ILLINOIS,Hanover,834,0
ILLINOIS,Hanover Park,"35,779",45
ILLINOIS,Harrisburg,"7,813",13
ILLINOIS,Hartford,"1,147",1
ILLINOIS,Harvard,"9,323",13
ILLINOIS,Harvey,"19,121",135
ILLINOIS,Harwood Heights,"8,504",10
ILLINOIS,Havana,"2,785",21
ILLINOIS,Hawthorn Woods,"9,470",0
ILLINOIS,Hazel Crest,"12,588",68
ILLINOIS,Hebron,"1,388",1
ILLINOIS,Henning,201,0
ILLINOIS,Henry,"2,308",2
ILLINOIS,Herrin,"12,125",47
ILLINOIS,Heyworth,"2,888",2
ILLINOIS,Hickory Hills,"13,699",12
ILLINOIS,Highland,"9,935",13
ILLINOIS,Highland Park,"30,311",15
ILLINOIS,Hillsboro,"5,744",12
ILLINOIS,Hillside,"7,808",20
ILLINOIS,Hinckley,"1,962",5
ILLINOIS,Hinsdale,"17,272",8
ILLINOIS,Hodgkins,"1,453",3
ILLINOIS,Hoffman Estates,"49,467",74
ILLINOIS,Homer Glen,"24,560",4
ILLINOIS,Hometown,"4,076",9
ILLINOIS,Homewood,"18,269",34
ILLINOIS,Hoopeston,"4,676",18
ILLINOIS,Hopedale,"1,101",0
ILLINOIS,Hudson,"1,743",1
ILLINOIS,Huntley,"28,439",8
ILLINOIS,Ina,"1,654",0
ILLINOIS,Indian Head Park,"3,849",0
ILLINOIS,Indianola,218,0
ILLINOIS,Inverness,"7,211",1
ILLINOIS,Island Lake,"7,978",5
ILLINOIS,Itasca,"9,288",2
ILLINOIS,Jacksonville,"17,122",52
ILLINOIS,Jerome,"1,630",0
ILLINOIS,Jerseyville,"8,243",7
ILLINOIS,Joliet,"150,569",527
ILLINOIS,Kansas,641,3
ILLINOIS,Kenilworth,"2,368",0
ILLINOIS,Kildeer,"4,481",0
ILLINOIS,Kincaid,"1,301",0
ILLINOIS,Kingston,"1,083",1
ILLINOIS,Knoxville,"2,790",2
ILLINOIS,Ladd,"1,452",0
ILLINOIS,La Grange,"15,471",29
ILLINOIS,La Grange Park,"12,874",3
ILLINOIS,Lake Bluff,"5,509",2
ILLINOIS,Lake Forest,"19,357",4
ILLINOIS,Lake in the Hills,"28,573",20
ILLINOIS,Lakemoor,"6,394",13
ILLINOIS,Lake Villa,"8,592",10
ILLINOIS,Lakewood,"4,267",2
ILLINOIS,Lake Zurich,"19,650",12
ILLINOIS,Lanark,"1,456",2
ILLINOIS,Lansing,"27,309",107
ILLINOIS,La Salle,"9,389",5
ILLINOIS,Lawrenceville,"4,267",2
ILLINOIS,Lebanon,"4,536",4
ILLINOIS,Leland,925,3
ILLINOIS,Lemont,"17,507",6
ILLINOIS,Le Roy,"3,453",1
ILLINOIS,Lexington,"2,067",0
ILLINOIS,Libertyville,"20,257",17
ILLINOIS,Lincoln,"13,014",22
ILLINOIS,Lincolnshire,"7,901",5
ILLINOIS,Lincolnwood,"12,697",14
ILLINOIS,Lindenhurst,"14,327",5
ILLINOIS,Lisle,"23,074",10
ILLINOIS,Litchfield,"6,566",15
ILLINOIS,Livingston,739,0
ILLINOIS,Lockport,"26,668",18
ILLINOIS,Lombard,"43,576",51
ILLINOIS,Loves Park,"23,312",83
ILLINOIS,Lovington,"1,012",2
ILLINOIS,Machesney Park,"22,530",72
ILLINOIS,Mackinaw,"1,833",0
ILLINOIS,Mahomet,"10,538",24
ILLINOIS,Manhattan,"10,912",4
ILLINOIS,Manito,"1,458",1
ILLINOIS,Manteno,"9,173",16
ILLINOIS,Maple Park,"1,494",0
ILLINOIS,Marengo,"7,626",10
ILLINOIS,Marion,"16,856",79
ILLINOIS,Marseilles,"4,757",9
ILLINOIS,Marshall,"3,855",6
ILLINOIS,Martinsville,"1,077",0
ILLINOIS,Maryville,"8,336",5
ILLINOIS,Mascoutah,"8,977",4
ILLINOIS,Mason City,"1,953",1
ILLINOIS,Mattoon,"16,464",87
ILLINOIS,Mazon,981,0
ILLINOIS,McCook,233,2
ILLINOIS,McHenry,"28,563",27
ILLINOIS,McLean,725,1
ILLINOIS,McLeansboro,"2,599",2
ILLINOIS,Melrose Park,"23,327",71
ILLINOIS,Mendota,"6,893",9
ILLINOIS,Metropolis,"5,726",16
ILLINOIS,Midlothian,"13,485",27
ILLINOIS,Milan,"4,929",21
ILLINOIS,Milledgeville,995,0
ILLINOIS,Millstadt,"3,903",0
ILLINOIS,Minier,"1,128",2
ILLINOIS,Minooka,"12,919",1
ILLINOIS,Mokena,"19,726",20
ILLINOIS,Moline,"41,659",160
ILLINOIS,Momence,"3,007",5
ILLINOIS,Monee,"5,091",14
ILLINOIS,Monmouth,"8,460",31
ILLINOIS,Montgomery,"22,489",26
ILLINOIS,Monticello,"6,041",0
ILLINOIS,Morris,"14,608",46
ILLINOIS,Morton,"17,592",15
ILLINOIS,Morton Grove,"23,782",11
ILLINOIS,Mounds,604,1
ILLINOIS,Mount Carmel,"6,676",9
ILLINOIS,Mount Carroll,"1,430",5
ILLINOIS,Mount Prospect,"53,523",48
ILLINOIS,Mount Pulaski,"1,504",0
ILLINOIS,Mount Vernon,"14,146",35
ILLINOIS,Mount Zion,"5,833",3
ILLINOIS,Mundelein,"31,876",15
ILLINOIS,Murphysboro,"6,924",23
ILLINOIS,Naperville,"150,521",126
ILLINOIS,Nauvoo,917,2
ILLINOIS,New Athens,"1,849",1
ILLINOIS,New Baden,"3,346",3
ILLINOIS,New Lenox,"28,315",15
ILLINOIS,Newman,766,0
ILLINOIS,Newton,"2,735",8
ILLINOIS,Niles,"29,099",16
ILLINOIS,Nokomis,"2,076",4
ILLINOIS,Normal,"52,573",173
ILLINOIS,Norris City,"1,094",0
ILLINOIS,North Aurora,"19,276",26
ILLINOIS,Northbrook,"33,610",6
ILLINOIS,North Chicago,"30,318",54
ILLINOIS,Northfield,"5,477",1
ILLINOIS,Northlake,"12,100",15
ILLINOIS,North Pekin,"1,428",2
ILLINOIS,North Riverside,"6,966",19
ILLINOIS,North Utica,"1,337",0
ILLINOIS,Oak Brook,"8,015",5
ILLINOIS,Oakbrook Terrace,"2,672",6
ILLINOIS,Oak Forest,"25,823",23
ILLINOIS,Oak Lawn,"54,953",99
ILLINOIS,Oak Park,"51,306",166
ILLINOIS,Oakwood,"1,271",7
ILLINOIS,Oblong,"1,336",0
ILLINOIS,O'Fallon,"31,856",62
ILLINOIS,Oglesby,"3,619",4
ILLINOIS,Okawville,"1,346",0
ILLINOIS,Olney,"8,453",19
ILLINOIS,Olympia Fields,"4,472",10
ILLINOIS,Oregon,"3,549",3
ILLINOIS,Orion,"1,718",0
ILLINOIS,Orland Park,"56,593",16
ILLINOIS,Oswego,"37,893",13
ILLINOIS,Ottawa,"18,722",35
ILLINOIS,Palatine,"63,960",43
ILLINOIS,Palestine,"1,194",0
ILLINOIS,Palos Heights,"11,353",7
ILLINOIS,Palos Hills,"17,532",12
ILLINOIS,Palos Park,"4,720",0
ILLINOIS,Pana,"5,005",3
ILLINOIS,Paris,"7,967",46
ILLINOIS,Park Forest,"20,487",58
ILLINOIS,Park Ridge,"37,379",36
ILLINOIS,Patoka,503,0
ILLINOIS,Pawnee,"2,700",0
ILLINOIS,Paxton,"4,315",10
ILLINOIS,Pecatonica,"2,029",3
ILLINOIS,Peoria,"109,677","1,475"
ILLINOIS,Peoria Heights,"5,699",46
ILLINOIS,Peotone,"4,198",3
ILLINOIS,Peru,"9,734",22
ILLINOIS,Phoenix,"1,603",1
ILLINOIS,Pinckneyville,"4,974",4
ILLINOIS,Pingree Grove,"11,395",1
ILLINOIS,Pittsfield,"4,041",8
ILLINOIS,Plainfield,"48,311",28
ILLINOIS,Plano,"12,942",9
ILLINOIS,Pleasant Hill,903,0
ILLINOIS,Pleasant Plains,802,0
ILLINOIS,Polo,"2,242",1
ILLINOIS,Pontiac,"10,958",26
ILLINOIS,Pontoon Beach,"5,786",15
ILLINOIS,Posen,"5,258",13
ILLINOIS,Potomac,659,2
ILLINOIS,Prairie Grove ,"1,943",3
ILLINOIS,Princeton,"7,661",0
ILLINOIS,Prospect Heights,"15,122",24
ILLINOIS,Rantoul,"11,835",65
ILLINOIS,Red Bud,"3,735",0
ILLINOIS,Richmond,"2,122",1
ILLINOIS,Richton Park,"12,187",40
ILLINOIS,Ridge Farm,747,0
ILLINOIS,Riverdale,"10,009",71
ILLINOIS,River Forest,"11,080",10
ILLINOIS,River Grove,"10,186",9
ILLINOIS,Riverside,"8,710",7
ILLINOIS,Riverton,"3,457",9
ILLINOIS,Riverwoods,"3,720",1
ILLINOIS,Robinson,"6,968",21
ILLINOIS,Rochester,"3,913",3
ILLINOIS,Rockdale,"1,961",4
ILLINOIS,Rock Falls,"8,545",51
ILLINOIS,Rockford,"145,280","1,569"
ILLINOIS,Rock Island,"35,841",195
ILLINOIS,Rockton,"7,741",5
ILLINOIS,Rolling Meadows,"23,077",23
ILLINOIS,Romeoville,"41,007",62
ILLINOIS,Roscoe,"10,805",17
ILLINOIS,Rosemont,"3,710",21
ILLINOIS,Rossville,"1,162",2
ILLINOIS,Round Lake,"18,344",15
ILLINOIS,Round Lake Beach,"26,644",22
ILLINOIS,Round Lake Heights,"2,561",2
ILLINOIS,Round Lake Park,"7,744",7
ILLINOIS,Roxana,"1,402",1
ILLINOIS,Ruma ,309,0
ILLINOIS,Rushville,"2,902",2
ILLINOIS,Salem,"6,988",27
ILLINOIS,Sandwich,"7,212",2
ILLINOIS,Sauget,130,4
ILLINOIS,Sauk Village,"9,360",38
ILLINOIS,Schaumburg,"74,882",68
ILLINOIS,Sesser,"1,848",2
ILLINOIS,Shelbyville,"4,529",4
ILLINOIS,Sherman,"4,576",0
ILLINOIS,Shiloh,"14,950",26
ILLINOIS,Shorewood,"18,433",17
ILLINOIS,Sidell,469,0
ILLINOIS,Silvis,"7,865",19
ILLINOIS,Skokie,"64,047",131
ILLINOIS,Sleepy Hollow,"3,109",0
ILLINOIS,Smithton,"3,866",0
ILLINOIS,Somonauk,"1,752",0
ILLINOIS,South Barrington,"4,944",0
ILLINOIS,South Beloit,"7,866",13
ILLINOIS,South Chicago Heights,"3,780",9
ILLINOIS,South Elgin,"24,420",46
ILLINOIS,Southern View,"1,540",6
ILLINOIS,South Holland,"20,192",68
ILLINOIS,South Jacksonville,"3,187",7
ILLINOIS,South Roxana,"1,843",7
ILLINOIS,Sparta,"4,749",8
ILLINOIS,Springfield,"111,965","1,009"
ILLINOIS,Spring Grove,"5,523",1
ILLINOIS,Spring Valley,"5,403",1
ILLINOIS,Stanford,582,0
ILLINOIS,St. Anne,"1,120",3
ILLINOIS,St. Charles,"32,529",30
ILLINOIS,Steger,"9,190",29
ILLINOIS,St. Elmo,"1,238",3
ILLINOIS,Sterling,"14,400",46
ILLINOIS,Stickney,"6,711",1
ILLINOIS,Stockton,"1,683",2
ILLINOIS,Stone Park,"4,349",4
ILLINOIS,Streamwood,"37,245",48
ILLINOIS,Streator,"12,203",23
ILLINOIS,Sugar Grove,"9,194",3
ILLINOIS,Sullivan,"4,230",3
ILLINOIS,Summit,"10,455",49
ILLINOIS,Swansea,"14,515",6
ILLINOIS,Sycamore,"18,718",8
ILLINOIS,Taylorville,"10,171",21
ILLINOIS,Thomasboro,988,0
ILLINOIS,Thornton,"2,239",4
ILLINOIS,Tilton,"2,538",7
ILLINOIS,Tinley Park,"53,256",58
ILLINOIS,Tolono,"3,448",0
ILLINOIS,Tonica,731,0
ILLINOIS,Toulon,"1,142",0
ILLINOIS,Tower Lakes ,"1,193",0
ILLINOIS,Tremont,"2,233",0
ILLINOIS,Trenton,"2,629",1
ILLINOIS,Troy,"11,297",1
ILLINOIS,Tuscola,"4,603",17
ILLINOIS,Union,610,0
ILLINOIS,University Park,"6,960",21
ILLINOIS,Urbana,"38,204",208
ILLINOIS,Valmeyer,"1,207",0
ILLINOIS,Vandalia,"7,327",3
ILLINOIS,Vernon Hills,"26,629",16
ILLINOIS,Vienna,"1,342",1
ILLINOIS,Villa Park,"21,570",39
ILLINOIS,Virden,"3,148",14
ILLINOIS,Warrenville,"15,530",4
ILLINOIS,Washington,"15,760",15
ILLINOIS,Waterman,"1,417",0
ILLINOIS,Watseka,"4,458",8
ILLINOIS,Waukegan,"87,155",388
ILLINOIS,Wayne,"2,235",0
ILLINOIS,Westchester,"15,856",9
ILLINOIS,West Chicago,"24,968",46
ILLINOIS,West City,637,1
ILLINOIS,West Dundee,"7,882",12
ILLINOIS,Western Springs,"13,191",1
ILLINOIS,Westmont,"23,785",13
ILLINOIS,Westville,"3,019",10
ILLINOIS,Wheaton,"52,649",26
ILLINOIS,Wheeling,"37,251",23
ILLINOIS,White Hall,"2,177",3
ILLINOIS,Willowbrook,"8,981",14
ILLINOIS,Willow Springs,"5,639",0
ILLINOIS,Wilmette,"26,685",6
ILLINOIS,Wilmington,"5,542",13
ILLINOIS,Winfield,"10,137",6
ILLINOIS,Winnebago,"2,860",1
ILLINOIS,Winnetka,"12,159",10
ILLINOIS,Wonder Lake,"5,248",1
ILLINOIS,Wood Dale,"13,689",14
ILLINOIS,Woodridge,"33,387",20
ILLINOIS,Wood River,"10,216",28
ILLINOIS,Woodstock,"25,731",24
ILLINOIS,Worden,"1,062",0
ILLINOIS,Worth,"10,352",21
ILLINOIS,Yorkville,"25,788",19
ILLINOIS,Zion,"24,068",109
INDIANA,Albion,"2,224",4
INDIANA,Anderson,"55,355",232
INDIANA,Angola,"9,488",10
INDIANA,Auburn,"14,010",1
INDIANA,Austin,"4,195",1
INDIANA,Avon,"25,147",34
INDIANA,Bargersville,"11,568",7
INDIANA,Batesville,"7,403",1
INDIANA,Bedford,"13,872",7
INDIANA,Beech Grove,"14,335",40
INDIANA,Berne,"4,242",3
INDIANA,Bloomington,"78,762",226
INDIANA,Bluffton,"10,519",19
INDIANA,Boonville,"6,681",27
INDIANA,Brazil,"8,228",53
INDIANA,Bristol,"1,785",5
INDIANA,Brookville,"2,650",0
INDIANA,Brownsburg,"33,343",21
INDIANA,Butler,"2,694",2
INDIANA,Carmel,"103,107",68
INDIANA,Cedar Lake,"16,748",11
INDIANA,Charlestown,"8,685",9
INDIANA,Chrisney,469,0
INDIANA,Cicero,"5,737",6
INDIANA,Clarksville,"22,174",53
INDIANA,Columbia City,"10,186",13
INDIANA,Columbus,"51,867",7
INDIANA,Crawfordsville,"16,662",31
INDIANA,Crown Point,"35,185",27
INDIANA,Cumberland,"6,571",22
INDIANA,Danville,"11,830",11
INDIANA,Dayton,"1,367",1
INDIANA,Decatur,"10,053",17
INDIANA,Dyer,"16,278",2
INDIANA,East Chicago,"25,662",212
INDIANA,Elkhart,"53,357",531
INDIANA,Elwood,"8,430",8
INDIANA,Evansville,"114,660","1,383"
INDIANA,Fishers,"105,680",77
INDIANA,Fort Wayne,"271,892",836
INDIANA,Frankfort,"16,313",18
INDIANA,Franklin,"26,089",22
INDIANA,Fremont,"2,074",6
INDIANA,Gas City,"6,075",3
INDIANA,Goshen,"34,308",76
INDIANA,Greensburg,"12,374",24
INDIANA,Greenwood,"67,086",73
INDIANA,Griffith,"16,122",21
INDIANA,Hammond,"75,677",561
INDIANA,Highland,"23,381",23
INDIANA,Hobart,"29,306",44
INDIANA,Huntingburg,"6,527",18
INDIANA,Huntington,"16,985",8
INDIANA,Indianapolis,"890,685","7,819"
INDIANA,Jasonville,"2,015",5
INDIANA,Jasper,"16,806",20
INDIANA,Jeffersonville,"51,804",167
INDIANA,Kendallville,"10,229",21
INDIANA,Knox,"3,578",18
INDIANA,Kokomo,"59,995",291
INDIANA,Lafayette,"71,374",428
INDIANA,LaGrange,"2,742",2
INDIANA,La Porte,"22,511",47
INDIANA,Lawrence,"49,200",144
INDIANA,Lebanon,"17,435",58
INDIANA,Linton,"5,213",12
INDIANA,Logansport,"18,197",13
INDIANA,Lowell,"11,422",3
INDIANA,Marion,"28,057",30
INDIANA,Markle,"1,082",0
INDIANA,McCordsville,"12,208",33
INDIANA,Michigan City,"31,543",92
INDIANA,Milford,"1,604",5
INDIANA,Mishawaka,"50,776",120
INDIANA,Mount Vernon,"6,315",21
INDIANA,Muncie,"65,072",392
INDIANA,Munster,"23,524",12
INDIANA,Nappanee,"6,845",14
INDIANA,New Albany,"37,174",99
INDIANA,New Castle,"17,306",13
INDIANA,New Haven,"16,098",33
INDIANA,New Palestine,"3,840",9
INDIANA,Noblesville,"75,216",63
INDIANA,North Vernon,"6,553",15
INDIANA,North Webster,993,4
INDIANA,Pendleton,"5,933",2
INDIANA,Pittsboro,"4,405",5
INDIANA,Plainfield,"37,790",93
INDIANA,Portage,"38,700",91
INDIANA,Porter,"5,205",1
INDIANA,Schererville,"29,656",37
INDIANA,Seymour,"21,678",10
INDIANA,Shelbyville,"20,773",53
INDIANA,Shipshewana,857,0
INDIANA,South Bend,"103,415",998
INDIANA,Speedway,"14,229",23
INDIANA,St. John,"24,790",6
INDIANA,Tell City,"7,480",12
INDIANA,Terre Haute,"58,536",322
INDIANA,Tipton,"5,230",9
INDIANA,Valparaiso,"34,784",23
INDIANA,Vincennes,"16,535",20
INDIANA,Walkerton,"2,090",7
INDIANA,Warsaw,"16,195",67
INDIANA,Washington,"12,674",34
INDIANA,Westfield,"61,845",26
INDIANA,West Lafayette,"44,906",42
INDIANA,Whiteland,"5,699",4
INDIANA,Whitestown,"14,097",29
INDIANA,Whiting,"4,485",16
INDIANA,Winona Lake,"5,112",4
INDIANA,Yorktown,"11,810",6
INDIANA,Zionsville,"33,121",7
IOWA,Adel,"6,577",5
IOWA,Albia,"3,640",21
IOWA,Algona,"5,298",5
IOWA,Altoona,"22,422",32
IOWA,Ames,"65,426",97
IOWA,Anamosa,"5,791",6
IOWA,Ankeny,"76,547",127
