State,City,pop,crime
MONTANA,Belgrade,"13,184",45
MONTANA,Billings,"122,105",911
MONTANA,Bozeman,"58,509",254
MONTANA,Bridger,732,0
MONTANA,Chinook,"1,155",6
MONTANA,Colstrip,"2,044",0
MONTANA,Columbia Falls,"5,838",16
MONTANA,Columbus,"1,919",5
MONTANA,Conrad,"2,434",6
MONTANA,Cut Bank,"3,004",31
MONTANA,Deer Lodge,"3,032",14
MONTANA,Dillon,"4,278",18
MONTANA,East Helena,"2,206",3
MONTANA,Ennis,"1,092",0
MONTANA,Eureka,"1,585",3
MONTANA,Glasgow,"3,175",16
MONTANA,Glendive,"4,774",32
MONTANA,Great Falls,"60,414",347
MONTANA,Hamilton,"5,463",18
MONTANA,Hardin,"3,677",7
MONTANA,Havre,"9,328",54
MONTANA,Helena,"35,238",181
MONTANA,Hot Springs,636,3
MONTANA,Kalispell,"31,754",93
MONTANA,Laurel,"7,185",39
MONTANA,Lewistown,"6,210",40
MONTANA,Libby,"3,306",5
MONTANA,Livingston,"9,057",54
MONTANA,Manhattan,"2,115",4
MONTANA,Miles City,"8,464",26
MONTANA,Missoula,"78,911",471
MONTANA,Plains,"1,261",0
MONTANA,Polson,"5,770",57
MONTANA,Red Lodge,"2,736",5
MONTANA,Ronan City,"2,243",12
MONTANA,Sidney,"6,031",28
MONTANA,Stevensville,"2,278",1
MONTANA,St. Ignatius,836,4
MONTANA,Thompson Falls,"1,519",5
MONTANA,Troy,935,6
MONTANA,West Yellowstone,"1,206",1
MONTANA,Whitefish,"9,648",12
MONTANA,Wolf Point,"2,479",12
NEBRASKA,Alliance,"8,024",19
NEBRASKA,Aurora,"4,717",3
NEBRASKA,Beatrice,"12,272",10
NEBRASKA,Bellevue,"63,510",63
NEBRASKA,Blair,"8,018",10
NEBRASKA,Boys Town,696,4
NEBRASKA,Broken Bow,"3,552",3
NEBRASKA,Chadron,"5,134",11
NEBRASKA,Columbus,"24,595",21
NEBRASKA,Cozad,"3,917",4
NEBRASKA,Crete,"7,463",15
NEBRASKA,Falls City,"4,016",5
NEBRASKA,Fremont,"27,767",50
NEBRASKA,Gordon,"1,427",2
NEBRASKA,Gothenburg,"3,414",0
NEBRASKA,Grand Island,"52,488",193
NEBRASKA,Hastings,"24,815",79
NEBRASKA,Kearney,"34,525",104
NEBRASKA,Laurel,940,0
NEBRASKA,La Vista,"16,205",8
NEBRASKA,Lexington,"10,867",14
NEBRASKA,Lincoln,"295,808","1,029"
NEBRASKA,McCook,"7,200",3
NEBRASKA,Milford,"2,231",4
NEBRASKA,Minden,"3,140",2
NEBRASKA,Nebraska City,"7,483",9
NEBRASKA,Norfolk,"26,234",53
NEBRASKA,North Platte,"22,268",33
NEBRASKA,Ogallala,"4,618",8
NEBRASKA,Omaha,"480,235","1,772"
NEBRASKA,O'Neill,"3,576",4
NEBRASKA,Papillion,"23,597",8
NEBRASKA,Pierce,"1,812",0
NEBRASKA,Plattsmouth,"6,879",1
NEBRASKA,Ralston,"6,374",7
NEBRASKA,Schuyler,"6,529",8
NEBRASKA,Scottsbluff,"15,306",90
NEBRASKA,Seward,"7,664",6
NEBRASKA,Sidney,"6,448",8
NEBRASKA,South Sioux City,"13,801",25
NEBRASKA,St. Paul,"2,430",2
NEBRASKA,Valentine,"2,632",6
NEBRASKA,Valley,"3,301",0
NEBRASKA,Wahoo,"5,040",5
NEBRASKA,Waterloo,903,3
NEBRASKA,Wayne,"6,232",8
NEBRASKA,York,"8,220",16
NEVADA,Boulder City,"14,800",27
NEVADA,Elko,"20,861",83
NEVADA,Fallon,"9,661",20
NEVADA,Henderson,"343,619",936
NEVADA,Las Vegas Metropolitan Police Department,"1,716,565","7,378"
NEVADA,Mesquite,"23,559",29
NEVADA,North Las Vegas,"293,100","1,140"
NEVADA,Reno,"278,313","1,474"
NEVADA,Sparks,"110,807",437
NEVADA,West Wendover,"4,494",38
NEVADA,Winnemucca,"8,216",57
NEW HAMPSHIRE,Alexandria,"1,768",1
NEW HAMPSHIRE,Allenstown,"4,769",8
NEW HAMPSHIRE,Alstead,"1,927",1
NEW HAMPSHIRE,Alton,"6,087",6
NEW HAMPSHIRE,Amherst,"11,922",1
NEW HAMPSHIRE,Andover,"2,439",5
NEW HAMPSHIRE,Antrim,"2,712",3
NEW HAMPSHIRE,Ashland,"1,971",1
NEW HAMPSHIRE,Atkinson,"7,434",1
NEW HAMPSHIRE,Auburn,"6,239",1
NEW HAMPSHIRE,Barnstead,"5,053",1
NEW HAMPSHIRE,Barrington,"9,625",2
NEW HAMPSHIRE,Bartlett,"3,372",3
NEW HAMPSHIRE,Bath,"1,117",0
NEW HAMPSHIRE,Bedford,"23,893",2
NEW HAMPSHIRE,Belmont,"7,458",5
NEW HAMPSHIRE,Bennington,"1,507",2
NEW HAMPSHIRE,Berlin,"9,477",12
NEW HAMPSHIRE,Bethlehem,"2,558",0
NEW HAMPSHIRE,Bow,"8,437",3
NEW HAMPSHIRE,Bradford,"1,736",0
NEW HAMPSHIRE,Brentwood,"4,742",2
NEW HAMPSHIRE,Bridgewater,"1,191",1
NEW HAMPSHIRE,Bristol,"3,290",4
NEW HAMPSHIRE,Brookline,"5,816",2
NEW HAMPSHIRE,Campton,"3,451",5
NEW HAMPSHIRE,Canaan,"3,809",1
NEW HAMPSHIRE,Candia,"4,228",0
NEW HAMPSHIRE,Canterbury,"2,481",1
NEW HAMPSHIRE,Carroll,836,0
NEW HAMPSHIRE,Center Harbor,"1,047",2
NEW HAMPSHIRE,Charlestown,"4,985",2
NEW HAMPSHIRE,Chester,"5,327",1
NEW HAMPSHIRE,Chesterfield,"3,683",4
NEW HAMPSHIRE,Chichester,"2,807",6
NEW HAMPSHIRE,Claremont,"13,165",25
NEW HAMPSHIRE,Colebrook,"2,112",2
NEW HAMPSHIRE,Concord,"44,827",81
NEW HAMPSHIRE,Conway,"10,441",21
NEW HAMPSHIRE,Cornish,"1,658",0
NEW HAMPSHIRE,Danbury,"1,310",0
NEW HAMPSHIRE,Danville,"4,631",3
NEW HAMPSHIRE,Deerfield,"4,992",1
NEW HAMPSHIRE,Deering,"1,931",1
NEW HAMPSHIRE,Derry,"34,207",37
NEW HAMPSHIRE,Dover,"33,696",16
NEW HAMPSHIRE,Dublin,"1,596",0
NEW HAMPSHIRE,Dunbarton,"3,159",1
NEW HAMPSHIRE,Durham,"14,718",6
NEW HAMPSHIRE,East Kingston,"2,436",0
NEW HAMPSHIRE,Enfield,"4,495",5
NEW HAMPSHIRE,Epping,"7,692",8
NEW HAMPSHIRE,Epsom,"5,019",2
NEW HAMPSHIRE,Exeter,"16,203",6
NEW HAMPSHIRE,Farmington,"6,880",13
NEW HAMPSHIRE,Fitzwilliam,"2,482",2
NEW HAMPSHIRE,Francestown,"1,653",1
NEW HAMPSHIRE,Franconia,"1,147",0
NEW HAMPSHIRE,Franklin,"8,805",8
NEW HAMPSHIRE,Fremont,"4,883",2
NEW HAMPSHIRE,Gilford,"7,926",1
NEW HAMPSHIRE,Gilmanton,"4,110",1
NEW HAMPSHIRE,Goffstown,"18,517",7
NEW HAMPSHIRE,Gorham,"2,676",2
NEW HAMPSHIRE,Goshen,816,0
NEW HAMPSHIRE,Grafton,"1,425",0
NEW HAMPSHIRE,Grantham,"3,502",0
NEW HAMPSHIRE,Greenfield,"1,698",0
NEW HAMPSHIRE,Greenland,"4,118",1
NEW HAMPSHIRE,Greenville,"2,006",1
NEW HAMPSHIRE,Groton,585,0
NEW HAMPSHIRE,Hampstead,"9,164",5
NEW HAMPSHIRE,Hampton,"16,477",17
NEW HAMPSHIRE,Hampton Falls,"2,395",1
NEW HAMPSHIRE,Hancock,"1,757",0
NEW HAMPSHIRE,Hanover,"12,421",0
NEW HAMPSHIRE,Harrisville,"1,008",0
NEW HAMPSHIRE,Haverhill,"4,605",4
NEW HAMPSHIRE,Hebron,665,0
NEW HAMPSHIRE,Henniker,"6,244",9
NEW HAMPSHIRE,Hillsborough,"5,998",9
NEW HAMPSHIRE,Hinsdale,"4,025",23
NEW HAMPSHIRE,Holderness,"2,036",2
NEW HAMPSHIRE,Hollis,"8,846",1
NEW HAMPSHIRE,Hooksett,"15,454",11
NEW HAMPSHIRE,Hopkinton,"6,143",0
NEW HAMPSHIRE,Hudson,"25,672",19
NEW HAMPSHIRE,Jackson,"1,083",0
NEW HAMPSHIRE,Jaffrey,"5,562",13
NEW HAMPSHIRE,Keene,"22,874",41
NEW HAMPSHIRE,Kensington,"2,092",0
NEW HAMPSHIRE,Kingston,"6,328",1
NEW HAMPSHIRE,Laconia,"17,217",25
NEW HAMPSHIRE,Lancaster,"3,243",1
NEW HAMPSHIRE,Lebanon,"15,709",15
NEW HAMPSHIRE,Lee,"4,618",0
NEW HAMPSHIRE,Lincoln,"1,649",0
NEW HAMPSHIRE,Lisbon,"1,643",0
NEW HAMPSHIRE,Litchfield,"8,514",1
NEW HAMPSHIRE,Littleton,"6,047",6
NEW HAMPSHIRE,Londonderry,"26,974",11
NEW HAMPSHIRE,Loudon,"5,769",0
NEW HAMPSHIRE,Lyme,"1,738",0
NEW HAMPSHIRE,Lyndeborough,"1,704",0
NEW HAMPSHIRE,Madbury,"1,961",0
NEW HAMPSHIRE,Madison,"2,759",1
NEW HAMPSHIRE,Manchester,"115,464",388
NEW HAMPSHIRE,Marlborough,"2,194",2
NEW HAMPSHIRE,Mason,"1,460",0
NEW HAMPSHIRE,Meredith,"6,810",7
NEW HAMPSHIRE,Merrimack,"29,650",0
NEW HAMPSHIRE,Middleton,"1,858",0
NEW HAMPSHIRE,Milford,"16,517",6
NEW HAMPSHIRE,Milton,"4,591",4
NEW HAMPSHIRE,Mont Vernon,"2,701",0
NEW HAMPSHIRE,Moultonborough,"5,314",4
NEW HAMPSHIRE,Nashua,"90,938",146
NEW HAMPSHIRE,New Boston,"6,205",1
NEW HAMPSHIRE,Newbury,"2,300",0
NEW HAMPSHIRE,New Castle,"1,001",0
NEW HAMPSHIRE,New Durham,"2,813",0
NEW HAMPSHIRE,Newfields,"1,774",0
NEW HAMPSHIRE,New Hampton,"2,444",1
NEW HAMPSHIRE,Newington,825,1
NEW HAMPSHIRE,New Ipswich,"5,417",3
NEW HAMPSHIRE,Newmarket,"9,490",5
NEW HAMPSHIRE,Newport,"6,446",24
NEW HAMPSHIRE,Newton,"4,830",0
NEW HAMPSHIRE,Northfield,"5,068",8
NEW HAMPSHIRE,North Hampton,"4,532",1
NEW HAMPSHIRE,Northumberland,"2,115",0
NEW HAMPSHIRE,Northwood,"4,700",6
NEW HAMPSHIRE,Nottingham,"5,449",2
NEW HAMPSHIRE,Orford,"1,247",1
NEW HAMPSHIRE,Ossipee,"4,630",5
NEW HAMPSHIRE,Pelham,"14,606",5
NEW HAMPSHIRE,Pembroke,"7,635",7
NEW HAMPSHIRE,Peterborough,"6,529",3
NEW HAMPSHIRE,Piermont,773,0
NEW HAMPSHIRE,Pittsburg,843,1
NEW HAMPSHIRE,Pittsfield,"4,152",6
NEW HAMPSHIRE,Plainfield,"2,569",1
NEW HAMPSHIRE,Plaistow,"7,826",3
NEW HAMPSHIRE,Plymouth,"6,598",9
NEW HAMPSHIRE,Portsmouth,"22,969",43
NEW HAMPSHIRE,Raymond,"11,056",6
NEW HAMPSHIRE,Rindge,"6,630",3
NEW HAMPSHIRE,Rochester,"33,831",26
NEW HAMPSHIRE,Rollinsford,"2,665",2
NEW HAMPSHIRE,Roxbury,223,0
NEW HAMPSHIRE,Rumney,"1,500",0
NEW HAMPSHIRE,Rye,"5,622",0
NEW HAMPSHIRE,Salem,"31,962",34
NEW HAMPSHIRE,Sanbornton,"3,075",1
NEW HAMPSHIRE,Sandown,"6,689",4
NEW HAMPSHIRE,Sandwich,"1,563",0
NEW HAMPSHIRE,Seabrook,"8,409",14
NEW HAMPSHIRE,Somersworth,"12,270",22
NEW HAMPSHIRE,South Hampton,897,0
NEW HAMPSHIRE,Springfield,"1,338",0
NEW HAMPSHIRE,Strafford,"4,362",0
NEW HAMPSHIRE,Stratham,"7,776",1
NEW HAMPSHIRE,Sugar Hill,688,0
NEW HAMPSHIRE,Sunapee,"3,480",1
NEW HAMPSHIRE,Sutton,"2,060",0
NEW HAMPSHIRE,Swanzey,"7,478",15
NEW HAMPSHIRE,Tamworth,"2,942",1
NEW HAMPSHIRE,Thornton,"2,883",1
NEW HAMPSHIRE,Tilton,"4,180",7
NEW HAMPSHIRE,Troy,"2,207",4
NEW HAMPSHIRE,Tuftonboro,"2,673",2
NEW HAMPSHIRE,Wakefield,"6,414",1
NEW HAMPSHIRE,Walpole,"3,716",2
NEW HAMPSHIRE,Warner,"2,974",0
NEW HAMPSHIRE,Warren,835,0
NEW HAMPSHIRE,Washington,"1,209",4
NEW HAMPSHIRE,Waterville Valley,519,1
NEW HAMPSHIRE,Weare,"9,235",9
NEW HAMPSHIRE,Webster,"1,984",2
NEW HAMPSHIRE,Wentworth,850,0
NEW HAMPSHIRE,Whitefield,"2,540",1
NEW HAMPSHIRE,Wilmot,"1,485",0
NEW HAMPSHIRE,Wilton,"3,995",1
NEW HAMPSHIRE,Winchester,"4,285",19
NEW HAMPSHIRE,Windham,"16,158",3
NEW HAMPSHIRE,Wolfeboro,"6,681",3
NEW HAMPSHIRE,Woodstock,"1,442",0
NEW JERSEY,Aberdeen Township,"19,211",30
NEW JERSEY,Absecon,"9,135",18
NEW JERSEY,Allendale,"6,926",0
NEW JERSEY,Allenhurst,465,0
NEW JERSEY,Allentown,"1,721",1
NEW JERSEY,Alpha,"2,355",3
NEW JERSEY,Alpine,"1,783",2
NEW JERSEY,Andover Township,"5,524",2
NEW JERSEY,Atlantic City,"38,480",685
NEW JERSEY,Atlantic Highlands,"4,373",6
NEW JERSEY,Audubon,"8,911",7
NEW JERSEY,Avalon,"1,211",2
NEW JERSEY,Avon-by-the-Sea,"1,935",2
NEW JERSEY,Barnegat Township,"26,713",17
NEW JERSEY,Barrington,"7,227",2
NEW JERSEY,Bay Head,999,0
NEW JERSEY,Beach Haven,"1,104",1
NEW JERSEY,Beachwood,"11,523",11
NEW JERSEY,Bedminster Township,"8,360",2
NEW JERSEY,Belleville,"38,062",95
NEW JERSEY,Bellmawr,"11,991",7
NEW JERSEY,Belmar,"5,792",7
NEW JERSEY,Belvidere,"2,542",0
NEW JERSEY,Bergenfield,"28,879",14
NEW JERSEY,Berkeley Heights Township,"13,607",6
NEW JERSEY,Berkeley Township,"46,319",61
NEW JERSEY,Berlin,"7,717",1
NEW JERSEY,Berlin Township,"6,131",8
NEW JERSEY,Bernards Township,"28,921",3
NEW JERSEY,Bernardsville,"8,018",3
NEW JERSEY,Beverly,"2,520",6
NEW JERSEY,Blairstown Township,"5,777",4
NEW JERSEY,Bloomfield,"55,161",68
NEW JERSEY,Bloomingdale,"7,711",12
NEW JERSEY,Bogota,"10,126",5
NEW JERSEY,Boonton,"9,023",2
NEW JERSEY,Boonton Township,"4,521",0
NEW JERSEY,Bordentown City,"4,031",4
NEW JERSEY,Bordentown Township,"12,126",9
NEW JERSEY,Bradley Beach,"4,198",0
NEW JERSEY,Brick Township,"78,685",108
NEW JERSEY,Bridgeton,"26,634",245
NEW JERSEY,Bridgewater Township,"46,946",11
NEW JERSEY,Brielle,"4,903",1
NEW JERSEY,Brigantine,"7,567",8
NEW JERSEY,Brooklawn,"1,855",8
NEW JERSEY,Burlington City,"10,125",38
NEW JERSEY,Burlington Township,"24,155",41
NEW JERSEY,Butler,"8,346",3
NEW JERSEY,Caldwell,"8,976",6
NEW JERSEY,Camden County Police Department,"72,435","1,000"
NEW JERSEY,Cape May,"2,755",4
NEW JERSEY,Carlstadt,"6,461",4
NEW JERSEY,Carney's Point Township,"8,641",5
NEW JERSEY,Carteret,"25,827",81
NEW JERSEY,Cedar Grove Township,"13,705",2
NEW JERSEY,Chatham,"9,505",2
NEW JERSEY,Chatham Township,"11,424",3
NEW JERSEY,Cherry Hill Township,"79,950",139
NEW JERSEY,Chester,"1,718",0
NEW JERSEY,Chesterfield Township,"9,299",2
NEW JERSEY,Chester Township,"7,875",0
NEW JERSEY,Cinnaminson Township,"17,639",18
NEW JERSEY,Clark Township,"15,754",15
NEW JERSEY,Clayton,"9,191",13
NEW JERSEY,Clementon,"5,629",13
NEW JERSEY,Cliffside Park,"26,105",33
NEW JERSEY,Clifton,"89,870",149
NEW JERSEY,Clinton,"2,786",0
NEW JERSEY,Clinton Township,"13,018",10
NEW JERSEY,Closter,"8,724",1
NEW JERSEY,Collingswood,"14,528",18
NEW JERSEY,Colts Neck Township,"9,898",1
NEW JERSEY,Cranbury Township,"4,068",1
NEW JERSEY,Cranford Township,"24,232",3
NEW JERSEY,Deal,885,0
NEW JERSEY,Delaware Township,"4,580",1
NEW JERSEY,Delran Township,"18,437",15
NEW JERSEY,Demarest,"4,913",0
NEW JERSEY,Denville Township,"17,546",3
NEW JERSEY,Dover,"18,844",42
NEW JERSEY,Dumont,"18,765",3
NEW JERSEY,Dunellen,"8,561",8
NEW JERSEY,Eastampton Township,"6,524",13
NEW JERSEY,East Brunswick Township,"50,487",64
NEW JERSEY,East Greenwich Township,"12,888",6
NEW JERSEY,East Hanover Township,"11,398",1
NEW JERSEY,East Newark,"2,437",3
NEW JERSEY,East Orange,"71,138",346
NEW JERSEY,East Windsor Township,"30,343",22
NEW JERSEY,Eatontown,"13,470",36
NEW JERSEY,Edgewater,"15,063",6
NEW JERSEY,Edgewater Park Township,"9,005",11
NEW JERSEY,Edison Township,"109,086",191
NEW JERSEY,Egg Harbor City,"4,386",8
NEW JERSEY,Egg Harbor Township,"47,892",70
NEW JERSEY,Elizabeth,"138,500",566
NEW JERSEY,Elk Township,"4,590",1
NEW JERSEY,Elmer,"1,376",0
NEW JERSEY,Elmwood Park,"21,682",48
NEW JERSEY,Emerson,"7,402",0
NEW JERSEY,Englewood,"30,405",70
NEW JERSEY,Englewood Cliffs,"5,434",3
NEW JERSEY,Englishtown,"2,340",2
NEW JERSEY,Essex Fells,"2,160",0
NEW JERSEY,Evesham Township,"49,011",40
NEW JERSEY,Ewing Township,"34,718",87
NEW JERSEY,"Fairfield Township, Essex County","8,150",2
NEW JERSEY,Fair Haven,"6,063",1
NEW JERSEY,Fair Lawn,"36,579",16
NEW JERSEY,Fairview,"15,232",17
NEW JERSEY,Fanwood,"7,790",1
NEW JERSEY,Flemington,"4,914",3
NEW JERSEY,Florence Township,"12,929",19
NEW JERSEY,Florham Park,"14,942",4
NEW JERSEY,Fort Lee,"40,445",53
NEW JERSEY,Franklin,"5,047",0
NEW JERSEY,Franklin Lakes,"11,251",3
NEW JERSEY,"Franklin Township, Gloucester County","16,963",20
NEW JERSEY,"Franklin Township, Hunterdon County","3,297",1
NEW JERSEY,"Franklin Township, Somerset County","69,921",55
NEW JERSEY,Freehold Borough,"12,403",34
NEW JERSEY,Freehold Township,"35,576",56
NEW JERSEY,Frenchtown,"1,509",1
NEW JERSEY,Galloway Township,"37,910",49
NEW JERSEY,Garfield,"33,129",66
NEW JERSEY,Garwood,"5,558",0
NEW JERSEY,Gibbsboro,"2,287",5
NEW JERSEY,Glassboro,"24,793",38
NEW JERSEY,Glen Ridge,"8,195",2
NEW JERSEY,Glen Rock,"12,331",2
NEW JERSEY,Gloucester Township,"67,786",46
NEW JERSEY,Green Brook Township,"7,485",3
NEW JERSEY,"Greenwich Township, Warren County","5,515",1
NEW JERSEY,Guttenberg,"11,426",24
NEW JERSEY,Hackensack,"46,667",115
NEW JERSEY,Hackettstown,"10,090",1
NEW JERSEY,Haddonfield,"12,856",5
NEW JERSEY,Haddon Heights,"7,682",0
NEW JERSEY,Haddon Township,"15,817",28
NEW JERSEY,Hamburg,"3,354",5
NEW JERSEY,"Hamilton Township, Atlantic County","28,528",33
NEW JERSEY,"Hamilton Township, Mercer County","93,487",172
NEW JERSEY,Hammonton,"14,832",19
NEW JERSEY,Hanover Township,"14,968",17
NEW JERSEY,Hardyston Township,"8,510",5
NEW JERSEY,Harrington Park,"5,193",0
NEW JERSEY,Harrison,"21,337",50
NEW JERSEY,Harrison Township,"14,161",10
NEW JERSEY,Hasbrouck Heights,"12,272",3
NEW JERSEY,Haworth,"3,391",1
NEW JERSEY,Hawthorne,"19,899",5
NEW JERSEY,Hazlet Township,"20,663",17
NEW JERSEY,Helmetta,"2,484",1
NEW JERSEY,High Bridge,"3,612",0
NEW JERSEY,Highland Park,"15,260",23
NEW JERSEY,Highlands,"4,240",5
NEW JERSEY,Hightstown,"5,970",6
NEW JERSEY,Hillsborough Township,"45,555",28
NEW JERSEY,Hillsdale,"10,264",0
NEW JERSEY,Hillside Township,"22,351",44
NEW JERSEY,Hi-Nella,949,6
NEW JERSEY,Hoboken,"57,293",108
NEW JERSEY,Holmdel Township,"17,407",4
NEW JERSEY,Hopatcong,"14,721",11
NEW JERSEY,Hopewell Township,"17,740",12
NEW JERSEY,Howell Township,"53,988",45
NEW JERSEY,Independence Township,"5,539",3
NEW JERSEY,Interlaken,815,0
NEW JERSEY,Irvington,"60,900",270
NEW JERSEY,Island Heights,"1,755",1
NEW JERSEY,Jackson Township,"62,326",25
NEW JERSEY,Jamesburg,"5,851",2
NEW JERSEY,Jersey City,"297,922","1,673"
NEW JERSEY,Keansburg,"9,617",17
NEW JERSEY,Kenilworth,"8,394",2
NEW JERSEY,Keyport,"7,072",13
NEW JERSEY,Kinnelon,"10,250",1
NEW JERSEY,Lacey Township,"30,787",24
NEW JERSEY,Lakehurst,"2,791",4
NEW JERSEY,Lakewood Township,"144,876",218
NEW JERSEY,Lambertville,"4,166",1
NEW JERSEY,Lavallette,"1,905",3
NEW JERSEY,Lawnside,"3,502",12
NEW JERSEY,"Lawrence Township, Mercer County","32,040",9
NEW JERSEY,Lebanon Township,"6,224",0
NEW JERSEY,Leonia,"9,507",3
NEW JERSEY,Lincoln Park,"11,211",2
NEW JERSEY,Lindenwold,"22,184",89
NEW JERSEY,Linwood,"6,961",1
NEW JERSEY,Little Egg Harbor Township,"22,244",11
NEW JERSEY,Little Falls Township,"14,758",15
NEW JERSEY,Little Silver,"6,029",2
NEW JERSEY,Livingston Township,"31,715",25
NEW JERSEY,Loch Arbour,222,0
NEW JERSEY,Lodi,"26,296",42
NEW JERSEY,Logan Township,"6,227",4
NEW JERSEY,Long Beach Township,"3,220",5
NEW JERSEY,Long Branch,"33,113",80
NEW JERSEY,Long Hill Township,"8,804",2
NEW JERSEY,Longport,872,0
NEW JERSEY,Lopatcong Township,"9,660",8
NEW JERSEY,Lower Alloways Creek Township,"1,742",0
NEW JERSEY,Lower Township,"21,848",34
NEW JERSEY,Lumberton Township,"12,917",11
NEW JERSEY,Lyndhurst Township,"22,705",14
NEW JERSEY,Madison,"16,643",2
NEW JERSEY,Magnolia,"4,455",10
NEW JERSEY,Mahwah Township,"25,873",16
NEW JERSEY,Manalapan Township,"40,430",14
NEW JERSEY,Manasquan,"5,860",5
NEW JERSEY,Manchester Township,"47,488",29
NEW JERSEY,"Mansfield Township, Burlington County","9,024",15
NEW JERSEY,"Mansfield Township, Warren County","7,911",2
NEW JERSEY,Mantua Township,"15,851",10
NEW JERSEY,Manville,"10,998",11
NEW JERSEY,Maple Shade Township,"20,132",71
NEW JERSEY,Maplewood Township,"25,786",13
NEW JERSEY,Margate City,"5,117",3
NEW JERSEY,Marlboro Township,"41,344",29
NEW JERSEY,Matawan,"9,757",0
NEW JERSEY,Maywood,"10,230",15
NEW JERSEY,Medford Lakes,"4,300",1
NEW JERSEY,Medford Township,"25,176",20
NEW JERSEY,Merchantville,"3,908",3
NEW JERSEY,Metuchen,"15,279",7
NEW JERSEY,Middlesex Borough,"14,731",3
NEW JERSEY,Middle Township,"20,144",53
NEW JERSEY,Middletown Township,"66,307",40
NEW JERSEY,Midland Park,"7,110",3
NEW JERSEY,Millburn Township,"22,415",1
NEW JERSEY,Milltown,"7,103",5
NEW JERSEY,Millville,"27,340",124
NEW JERSEY,Monmouth Beach,"3,212",1
NEW JERSEY,"Monroe Township, Gloucester County","38,785",48
NEW JERSEY,"Monroe Township, Middlesex County","49,652",6
NEW JERSEY,Montclair,"40,656",48
NEW JERSEY,Montgomery Township,"24,343",8
NEW JERSEY,Montvale,"9,915",5
NEW JERSEY,Montville Township,"23,015",4
NEW JERSEY,Moorestown Township,"21,647",14
NEW JERSEY,Morris Plains,"6,827",4
NEW JERSEY,Morristown,"21,172",56
NEW JERSEY,Morris Township,"24,191",6
NEW JERSEY,Mountainside,"7,053",1
NEW JERSEY,Mount Arlington,"6,070",0
NEW JERSEY,Mount Ephraim,"4,756",6
NEW JERSEY,Mount Holly Township,"10,213",26
NEW JERSEY,Mount Laurel Township,"46,978",92
NEW JERSEY,Mount Olive Township,"30,034",17
NEW JERSEY,Mullica Township,"5,801",5
NEW JERSEY,Neptune City,"4,571",7
NEW JERSEY,Neptune Township,"27,969",81
NEW JERSEY,Netcong,"3,855",7
NEW JERSEY,Newark,"309,708","1,800"
NEW JERSEY,New Brunswick,"57,259",400
NEW JERSEY,New Milford,"17,261",2
NEW JERSEY,New Providence,"13,717",6
NEW JERSEY,Newton,"8,206",12
NEW JERSEY,North Bergen Township,"59,532",129
NEW JERSEY,North Brunswick Township,"45,184",62
NEW JERSEY,North Caldwell,"6,685",1
NEW JERSEY,Northfield,"8,427",0
NEW JERSEY,North Haledon,"8,732",5
NEW JERSEY,North Hanover Township,"8,024",3
NEW JERSEY,North Plainfield,"23,071",35
NEW JERSEY,Northvale,"4,945",2
NEW JERSEY,North Wildwood,"3,574",13
NEW JERSEY,Norwood,"5,890",2
NEW JERSEY,Nutley Township,"30,014",14
NEW JERSEY,Oakland,"12,944",4
NEW JERSEY,Ocean City,"11,247",13
NEW JERSEY,Ocean Gate,"2,056",6
NEW JERSEY,Oceanport,"6,174",3
NEW JERSEY,"Ocean Township, Monmouth County","27,835",52
NEW JERSEY,"Ocean Township, Ocean County","9,314",2
NEW JERSEY,Ogdensburg,"2,307",0
NEW JERSEY,Old Bridge Township,"70,143",48
NEW JERSEY,Old Tappan,"6,282",3
NEW JERSEY,Oradell,"8,354",4
NEW JERSEY,Orange City,"34,349",156
NEW JERSEY,Oxford Township,"2,472",1
NEW JERSEY,Palisades Park,"20,477",5
NEW JERSEY,Palmyra,"7,508",11
NEW JERSEY,Paramus,"26,745",8
NEW JERSEY,Park Ridge,"9,855",4
NEW JERSEY,Parsippany-Troy Hills Township,"57,606",30
NEW JERSEY,Passaic,"69,938",503
NEW JERSEY,Paterson,"158,903","1,555"
NEW JERSEY,Paulsboro,"6,429",46
NEW JERSEY,Pemberton Township,"27,062",80
NEW JERSEY,Pennington,"2,917",2
NEW JERSEY,Pennsauken Township,"38,189",96
NEW JERSEY,Penns Grove,"4,872",28
NEW JERSEY,Pennsville Township,"12,794",10
NEW JERSEY,Pequannock Township,"15,964",1
NEW JERSEY,Perth Amboy,"56,409",221
NEW JERSEY,Phillipsburg,"15,363",24
NEW JERSEY,Pine Beach,"2,264",3
NEW JERSEY,Pine Hill,"11,028",25
NEW JERSEY,Piscataway Township,"62,342",67
NEW JERSEY,Pitman,"9,105",2
NEW JERSEY,Plainfield,"55,975",230
NEW JERSEY,Pleasantville,"20,619",83
NEW JERSEY,Pohatcong Township,"3,288",1
NEW JERSEY,Point Pleasant,"20,068",15
NEW JERSEY,Point Pleasant Beach,"5,062",14
NEW JERSEY,Princeton ,"30,838",15
NEW JERSEY,Prospect Park,"6,310",6
NEW JERSEY,Rahway,"30,512",55
NEW JERSEY,Ramsey,"15,009",3
NEW JERSEY,Randolph Township,"27,159",1
NEW JERSEY,Raritan,"8,857",3
NEW JERSEY,Raritan Township,"25,018",5
NEW JERSEY,Readington Township,"16,307",4
NEW JERSEY,Red Bank,"12,737",26
NEW JERSEY,Ridgefield,"11,650",6
